Sample	theta_A	theta_B	theta_root	tau_root	tau_A	tau_B	Data-ld-ln	Full-ld-ln	Gene-ld-ln
46	 1.07434	 1.93301	 1.64036	 0.99663	 0.00000	 0.00000	-1305.050944287	-14305.022756778	1254.513313910
47	 1.12012	 2.01120	 1.60906	 0.99997	 0.00000	 0.00000	-1305.807441353	-14291.077880747	1233.003467217
48	 1.14356	 2.13691	 1.68956	 1.02117	 0.00000	 0.00000	-1304.971922695	-14287.369040979	1237.649814026
49	 1.22260	 2.05158	 1.75603	 1.05721	 0.00000	 0.00000	-1305.797713973	-14290.603478462	1232.626338729
50	 1.28249	 2.05460	 1.81216	 1.02779	 0.00000	 0.00000	-1306.208832420	-14303.431888965	1241.343564770
51	 1.35365	 2.14570	 1.75791	 1.02107	 0.00000	 0.00000	-1306.483299018	-14312.080140667	1247.247150490
52	 1.33770	 2.29777	 1.69319	 0.99944	 0.00000	 0.00000	-1307.395351141	-14310.123954046	1236.170442639
53	 1.28020	 2.21883	 1.65014	 1.01864	 0.00000	 0.00000	-1306.935026949	-14306.500275109	1237.150005617
54	 1.31304	 2.25401	 1.58134	 0.99896	 0.00000	 0.00000	-1306.618241304	-14299.254845266	1233.072432226
55	 1.27037	 2.35440	 1.57589	 0.98648	 0.00000	 0.00000	-1305.979307756	-14296.547366954	1236.754289393
56	 1.21207	 2.32018	 1.57626	 0.95508	 0.00000	 0.00000	-1308.113666364	-14299.748054721	1218.611391077
57	 1.26810	 2.23908	 1.61355	 0.99446	 0.00000	 0.00000	-1309.284834060	-14308.564076463	1215.715735861
58	 1.26971	 2.15263	 1.67684	 0.97122	 0.00000	 0.00000	-1307.224889494	-14303.905812542	1231.656917604
59	 1.29873	 2.11005	 1.79629	 0.94565	 0.00000	 0.00000	-1306.378164527	-14295.260963473	1231.479318203
60	 1.35616	 2.25808	 1.85816	 0.94735	 0.00000	 0.00000	-1306.794623248	-14303.425797122	1235.479564644
61	 1.42067	 2.18538	 1.90573	 0.96927	 0.00000	 0.00000	-1307.651111458	-14295.871367466	1219.360252885
62	 1.48606	 2.31717	 1.91352	 0.97622	 0.00000	 0.00000	-1309.526780681	-14301.005819861	1205.738013050
63	 1.55613	 2.27854	 1.91928	 0.95211	 0.00000	 0.00000	-1308.330072857	-14297.456817633	1214.156089066
64	 1.51396	 2.40016	 1.85751	 0.92452	 0.00000	 0.00000	-1308.315886938	-14295.248623694	1212.089754312
65	 1.50922	 2.43029	 1.80181	 0.95871	 0.00000	 0.00000	-1309.553752334	-14289.794228856	1194.256705518
66	 1.60026	 2.53744	 1.86159	 0.97685	 0.00000	 0.00000	-1309.905141090	-14292.366576882	1193.315165981
67	 1.64991	 2.63823	 1.86861	 0.98054	 0.00000	 0.00000	-1311.764849552	-14291.978074721	1174.329579199
68	 1.76809	 2.76230	 1.78953	 0.98117	 0.00000	 0.00000	-1311.405248028	-14288.322866423	1174.270386140
69	 1.66411	 2.64112	 1.84507	 0.99681	 0.00000	 0.00000	-1308.700970907	-14282.558704864	1195.548995791
70	 1.61695	 2.73092	 1.83844	 0.99323	 0.00000	 0.00000	-1307.463692761	-14281.061813488	1206.424885879
71	 1.55609	 2.72284	 1.94595	 1.01821	 0.00000	 0.00000	-1310.518916089	-14287.792389907	1182.603229012
72	 1.63331	 2.67498	 2.05313	 1.04230	 0.00000	 0.00000	-1310.869121841	-14285.715193388	1177.023974976
73	 1.68688	 2.74026	 2.00076	 1.05842	 0.00000	 0.00000	-1310.068950137	-14285.889350432	1185.199849059
74	 1.77211	 2.74791	 2.07647	 1.03331	 0.00000	 0.00000	-1309.842462792	-14288.569644416	1190.145016496
75	 1.81828	 2.85110	 2.21253	 1.05287	 0.00000	 0.00000	-1309.276994458	-14298.121930078	1205.351985501
76	 1.81267	 2.84229	 2.20570	 1.02847	 0.00000	 0.00000	-1311.563622486	-14295.214314240	1179.578089382
77	 1.76027	 2.90839	 2.24985	 1.04499	 0.00000	 0.00000	-1309.975098001	-14289.228392018	1189.477412007
78	 1.84639	 2.80746	 2.17964	 1.01011	 0.00000	 0.00000	-1311.192066270	-14291.769649212	1179.848986511
79	 1.74141	 2.74929	 2.25550	 0.98743	 0.00000	 0.00000	-1309.224324336	-14296.217397571	1203.974154216
80	 1.65317	 2.66320	 2.34669	 0.97128	 0.00000	 0.00000	-1309.335345515	-14291.817081012	1198.463625864
81	 1.65156	 2.58078	 2.44165	 0.99684	 0.00000	 0.00000	-1310.685066440	-14290.518356447	1183.667692052
82	 1.70452	 2.46866	 2.54205	 1.01118	 0.00000	 0.00000	-1308.069630949	-14289.834664270	1209.138354777
83	 1.68008	 2.38373	 2.55226	 1.04313	 0.00000	 0.00000	-1310.056846144	-14289.043216872	1188.474755428
84	 1.68008	 2.33835	 2.49401	 1.02102	 0.00000	 0.00000	-1310.727860502	-14293.396614068	1186.118009045
85	 1.58747	 2.25352	 2.48826	 1.01867	 0.00000	 0.00000	-1308.314600824	-14302.092370357	1218.946362114
86	 1.53585	 2.17041	 2.37176	 1.01956	 0.00000	 0.00000	-1308.243279881	-14301.106583740	1218.673784931
87	 1.53914	 2.11944	 2.25761	 1.05558	 0.00000	 0.00000	-1307.340188039	-14297.761598778	1224.359718385
88	 1.50765	 2.23605	 2.29847	 1.08934	 0.00000	 0.00000	-1306.111287877	-14289.435148555	1228.322269783
89	 1.46876	 2.20819	 2.23371	 1.08213	 0.00000	 0.00000	-1306.235482037	-14286.100068367	1223.745247994
90	 1.52401	 2.36055	 2.28624	 1.10404	 0.00000	 0.00000	-1307.807363257	-14291.249351419	1213.175718847
91	 1.51834	 2.43624	 2.23262	 1.12898	 0.00000	 0.00000	-1307.276995872	-14283.502905931	1210.732947214
92	 1.60832	 2.53982	 2.31735	 1.17551	 0.00000	 0.00000	-1309.093001423	-14296.570813056	1205.640798830
93	 1.66975	 2.54763	 2.27784	 1.14587	 0.00000	 0.00000	-1310.001402548	-14304.855824900	1204.841799415
94	 1.78412	 2.55620	 2.35898	 1.13234	 0.00000	 0.00000	-1311.448748104	-14296.911176115	1182.423695073
95	 1.75743	 2.42598	 2.24328	 1.11012	 0.00000	 0.00000	-1309.907085971	-14295.555636457	1196.484776744
96	 1.76153	 2.31324	 2.32371	 1.08304	 0.00000	 0.00000	-1309.918585398	-14295.057581623	1195.871727642
97	 1.80555	 2.25393	 2.44210	 1.10743	 0.00000	 0.00000	-1309.358735868	-14289.406829562	1195.819470881
98	 1.75315	 2.23066	 2.57860	 1.13267	 0.00000	 0.00000	-1309.002972235	-14279.310140855	1189.280418503
99	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.457602296	-14283.898179210	1199.322156251
100	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.906172525	-14292.866136413	1193.804411165
101	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1310.295393845	-14288.132453545	1185.178515093
102	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.178197093	-14284.828291170	1213.046320243
103	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.410964993	-14287.111362964	1213.001713030
104	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.216290973	-14293.633988142	1201.471078410
105	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.637116140	-14292.060996120	1195.689834719
106	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.807305570	-14291.971992922	1203.898937223
107	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.610974137	-14289.728615220	1193.618873854
108	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1310.245833780	-14282.622935838	1180.164598042
109	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.840756562	-14276.462608332	1188.055042713
110	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.154026724	-14277.519697210	1185.979429973
111	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.686203941	-14269.608238948	1192.746199536
112	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1304.499715794	-14266.907369726	1221.910211783
113	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.745984846	-14265.461466185	1188.001617729
114	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.158044254	-14272.804617739	1181.224175195
115	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1306.561905398	-14268.836299533	1203.217245549
116	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.442421077	-14270.204543344	1195.780332575
117	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.495402409	-14277.131215698	1202.177191608
118	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1310.102282326	-14274.977995534	1173.955172274
119	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.835326446	-14274.182699244	1195.829434783
120	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.507669672	-14270.386967320	1195.310270597
121	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.712979948	-14273.868301240	1186.738501761
122	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.344493469	-14273.438463714	1179.993529024
123	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1310.123733845	-14271.678891644	1170.441553198
124	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.609984688	-14273.377967118	1197.278120236
125	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1312.563709115	-14270.147583582	1144.510492434
126	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.144203097	-14262.918029573	1191.475998604
127	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.436493199	-14274.953614497	1200.588682503
128	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.777123679	-14272.169652554	1194.398415764
129	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.335875477	-14273.885670712	1200.526915938
130	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.058846544	-14273.453490626	1202.865025185
131	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.316717087	-14268.570083139	1195.402912271
132	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.235178802	-14279.974562914	1187.622774895
133	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1306.824731166	-14281.059097723	1212.811786061
134	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1310.153628654	-14273.700080250	1172.163793705
135	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.736018806	-14281.803710037	1204.443521976
136	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.476106354	-14288.101894330	1193.340830786
137	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.888632587	-14275.809626397	1196.923300526
138	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.759493537	-14277.235099624	1199.640164257
139	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.229356846	-14271.845171269	1199.551602809
140	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.879779069	-14274.000265229	1175.202474539
141	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.675230406	-14275.012310863	1178.260006806
142	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.337991146	-14278.942664855	1185.562753391
143	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.926019066	-14272.338201975	1193.078011310
144	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.859366405	-14275.850463202	1177.256799156
145	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.849657128	-14274.030101649	1185.533530369
146	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.492904830	-14269.869001767	1194.939953468
147	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.349318694	-14273.989435320	1190.496248383
148	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.055734212	-14281.388233780	1200.830891658
149	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1306.379543685	-14272.704940896	1208.909504043
150	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.526653194	-14280.077191787	1194.810659850
151	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.803523162	-14278.872486606	1200.837254983
152	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.916496373	-14278.982535118	1199.817571387
153	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.033130182	-14282.629065934	1202.297764116
154	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.111384676	-14285.868953553	1204.755106794
155	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.349913409	-14287.906170077	1204.407035987
156	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1305.887127905	-14288.168198608	1229.296919556
157	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.389442260	-14287.205169376	1203.310746779
158	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.834826234	-14279.161718204	1200.813455861
159	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.744004321	-14279.057119596	1201.617076390
160	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.293591703	-14263.326444055	1190.390527021
161	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.702779293	-14277.370781021	1180.342988092
162	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.515767817	-14276.796027237	1181.638349069
163	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.803944709	-14284.980718212	1206.941271122
164	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.328010958	-14280.059784568	1206.779674993
165	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1306.243663062	-14279.075473427	1216.638842811
166	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.535462754	-14286.624595088	1201.269967548
167	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.436287417	-14287.771047715	1193.408173540
168	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.150889401	-14275.812060665	1204.303166657
169	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.337727250	-14272.782564219	1189.405291714
170	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.531605632	-14282.944201917	1197.628145600
171	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.405650328	-14280.238430425	1196.181927142
172	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.435725642	-14276.120896855	1201.763640432
173	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.578964815	-14277.642370241	1181.852722091
174	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.474530653	-14277.034699956	1202.289393427
175	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1305.795836545	-14276.003107126	1218.044741674
176	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.515310695	-14271.512906367	1196.359799421
177	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.634472083	-14281.848875000	1195.504154171
178	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.000740808	-14280.365819677	1190.358411600
179	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.439091099	-14271.571827045	1177.180916058
180	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1306.885548622	-14273.585537566	1204.730051347
181	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1309.657347279	-14281.254507397	1184.681034608
182	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.757433760	-14272.085217632	1184.510880034
183	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.821635931	-14270.250163520	1192.033804213
184	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.299422215	-14278.191511175	1195.197289021
185	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1307.569920852	-14276.581802851	1200.882594329
186	 1.67668	 2.32844	 2.77333	 1.11939	 0.00000	 0.00000	-1308.760292600	-14284.513565328	1196.910639332
187	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1309.330843664	-14276.858098509	1183.549661868
188	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1309.426383165	-14269.916509446	1175.652677793
189	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1308.586524696	-14276.493507697	1190.628260734
190	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1309.608219107	-14271.939236897	1175.857045830
191	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1307.783887760	-14275.794324463	1197.955446861
192	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1309.214912397	-14273.132259459	1180.983135492
193	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1308.286829493	-14274.042378137	1191.174083204
194	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1308.856247345	-14275.402330092	1186.839856645
195	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1307.609427987	-14282.364524648	1206.270244773
196	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1307.917920878	-14284.776273609	1205.597064831
197	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1308.015354909	-14270.467761120	1190.314212030
198	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1309.622022665	-14273.158253886	1176.938027239
199	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1306.773011949	-14272.156081789	1204.425962301
200	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1307.973897110	-14272.091678106	1192.352707006
201	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1309.362863377	-14276.021586329	1182.392952559
202	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1309.689065686	-14271.542449316	1174.651792453
203	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1311.128946552	-14278.284519896	1166.995054376
204	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1309.524072356	-14274.589147930	1179.348424374
205	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1310.518414250	-14287.041829319	1181.857686823
206	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1310.727764694	-14273.438331987	1166.160685049
207	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1310.055947012	-14271.250100458	1170.690630340
208	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1310.866296988	-14275.899596558	1167.236626680
209	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1312.223828176	-14268.758371532	1146.520089771
210	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1308.726782725	-14273.727441286	1186.459614035
211	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1309.398439555	-14276.138834974	1182.154439421
212	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1309.726155275	-14277.137449846	1179.875897097
213	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1309.584952307	-14281.069725708	1185.220202642
214	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1309.441677320	-14281.359158527	1186.942385323
215	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1309.278724925	-14281.263819876	1188.476570622
216	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1308.906335565	-14281.468244862	1192.404889208
217	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1308.662436078	-14286.949803101	1200.325442320
218	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1308.493823952	-14272.711001117	1187.772761594
219	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1308.113810335	-14277.253198384	1196.115095037
220	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1308.932480878	-14278.348571534	1189.023762756
221	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1308.962474180	-14279.298590967	1189.673849165
222	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1309.921037010	-14278.013170255	1178.802800152
223	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1307.293870202	-14272.046526851	1199.107824826
224	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1305.558320799	-14264.675600950	1209.092392959
225	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1307.674553479	-14269.173198392	1192.427663604
226	 1.67668	 2.77330	 2.77333	 1.11939	 0.00000	 0.00000	-1309.056273786	-14278.321001113	1187.758263256
